ISSN;Título;Área de Avaliação;Estrato
1809-9564;JUVENTUDE.BR (CENTRO DE ESTUDOS E MEMÓRIA DA JUVENTUDE);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1809-970X;REVISTA DE ECONOMIA DA UEG. SEÇÃO ELETRÔNICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1809-9815;SINAIS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1809-9815;SINAIS SOCIAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1809-9823;REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA (UNATI. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1810-4967;INVESTMENT MANAGEMENT & FINANCIAL INNOVATIONS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1810-6285;BIOGEOSCIENCES DISCUSSION (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1812-108X;WORKING PAPER;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1813-9248;DIÁLOGOS DE LA COMUNICACIÓN;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1816-157X;JOURNAL OF APPLIED SCIENCES RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1824-2049;JOURNAL OF SCIENCE COMMUNICATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1828-5880;AGRIREGIONI EUROPA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1833-1874;DESIGN PRINCIPLES AND PRACTICES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1835-3800;JOURNAL OF HUMAN SECURITY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1840-3662;SPORT SCIENCE (TRAVNIK. PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1844-7007;ANALELE UNIVERSIT¿¿II CONSTANTIN BRÂNCU¿I DIN TÂRGU-JIU : SERIA ECONOMIE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1849-3327;JOURNAL OF ECONOMIC AND SOCIAL DEVELOPMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1850-0013;REVISTA IBEROAMERICANA DE CIENCIA TECNOLOGÍA Y SOCIEDAD (EN LÍNEA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1850-2032;ACTAS DE DISEÑO;ARQUITETURA, URBANISMO E DESIGN;B4
1850-2032;ACTAS DE DISEÑO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1850-275X;CUADERNOS DE ANTROPOLOGÍA SOCIAL (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1850-275X;CUADERNOS DE ANTROPOLOGÍA SOCIAL (EN LÍNEA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1850-3381;CLANG (LA PLATA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1851-1694;AVA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1851-1732;ESTUDIOS Y PERSPECTIVAS EN TURISMO (EN LÍNEA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1851-1732;ESTUDIOS Y PERSPECTIVAS EN TURISMO (EN LÍNEA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1851-1732;ESTUDIOS Y PERSPECTIVAS EM TURISMO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1851-3190;REVISTA DE ARQUEOLOGÍA HISTÓRICA ARGENTINA Y LATINOAMERICANA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1851-4715;OTRA ECONOMÍA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1851-4715;OTRA ECONOMÍA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1851-8265;SALUD COLECTIVA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1851-832X;REVISTA DENSIDADES (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1852-060X;MUSEO DE ANTROPOLOGIA. REVISTA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1852-2718;OSERA- OBSERVATORIO SOCIAL SOBRE EMPRESAS RECUPERADAS AUTOGESTIONADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1852-3218;KULA. ANTROPÓLOGOS DEL ATLÁNTICO SUR.;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1852-3420;REVISTA DOS PUNTAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1852-5784;ANUARIO CEEED - CENTRO DE ESTUDIOS ECONÓMICOS DE LA EMPRESA Y EL DESARROLLO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1852-8759;REVISTA LATINOAMERICANA DE ESTUDIOS SOBRE CUERPOS, EMOCIONES Y SOCIEDAD;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1853-001X;MORA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1853-6190;REVISTA LATINOAMERICANA DE METODOLOGÍA DE LA INVESTIGACIÓN SOCIAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1853-8037;CORPUS. ARCHIVOS VIRTUALES DE LA ALTERIDAD AMERICANA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1856-8327;INGENIERÍA INDUSTRIAL. ACTUALIDAD Y NUEVAS TENDENCIAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1856-8572;GESTIÓN Y GERENCIA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1856-9536;ANUARIO ESTUDIOS EN COMUNICACIÓN SOCIAL DISERTACIONES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1861-9916;INTERNATIONAL JOURNAL OF ACTION RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1862-4472;OPTIMIZATION LETTERS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1865-1984;INTERNATIONAL REVIEW ON PUBLIC AND NONPROFIT MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1865-1992;INTERNATIONAL REVIEW ON PUBLIC AND NONPROFIT MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1866-6280;ENVIRONMENTAL EARTH SCIENCES (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1866-802X;JOURNAL OF POLITICS IN LATIN AMERICA (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1867-1632;MYCOTOXIN RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1867-2477;GEOHERITAGE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1867-4828;JOURNAL OF INTERNET SERVICES AND APPLICATIONS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1867-8521;FIELD ACTIONS SCIENCE REPORTS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1868-310X;JOURNAL OF COMMUNITY GENETICS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1868-4890;JOURNAL OF POLITICS IN LATIN AMERICA (INTERNET);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1868-7873;JOURNAL OF THE KNOWLEDGE ECONOMY (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1870-0063;ANDAMIOS -REVISTA DE INVESTIGACIÓN SOCIAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1870-3453;REVISTA MEXICANA DE BIODIVERSIDAD;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1870-9036;PERIPLO SUSTENTABLE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1870-9036;EL PERIPLO SUSTENTABLE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1870-9036;EL PERIPLO SUSTENTABLE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1871-1014;QUATERNARY GEOCHRONOLOGY (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1871-1413;LIVESTOCK SCIENCE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1871-1510;CULTURAL STUDIES OF SCIENCE EDUCATION (ON LINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1871-3351;ECONOMIC SOCIOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1872-2121;RECENT PATENTS IN ENGINEERING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1872-4973;FORENSIC SCIENCE INTERNATIONAL. GENETICS (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1874-6381;FORUM FOR SOCIAL ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1874-8937;SOCIAL SCIENCES AND MISSIONS (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1874-9151;THE OPEN BUSINESS JOURNAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1874-933X;KEW BULLETIN (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1875-0931;JOURNAL ON CHAIN AND NETWORK SCIENCE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1877-2641;WASTE AND BIOMASS VALORIZATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1877-5756;SEXUAL & REPRODUCTIVE HEALTHCARE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1878-8181;BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1878-9714;PRAGMATICS AND SOCIETY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1885-4494;ARCHIVOS DE ZOOTECNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1885-8996;PERIFERIA (BELLATERRA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1886-7995;JOURNAL OF IBERIAN GEOLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1887-4460;REVISTA DE ESTUDIOS INTERNACIONALES MEDITERRÁNEOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1887-9292;AGRICULTURA FAMILIAR EN ESPAÑA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1888-6884;ROTUR - REVISTA DE OCIO Y TURISMO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1889-7231;REVISTA NÓMADAS - REVISTA CRÍTICA DE CIÊNCIAS SOCIALES Y JURÍDICAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1890-4865;INTERNEXT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1895-2089;CLINICAL AND EXPERIMENTAL MEDICAL LETTERS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1895-2089;CLIN EXP MED LETT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1895-4839;LE MONDE DIPLOMATIQUE (WYD. POLSKIE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1900-1495;RUPESTREWEB: ARTE RUPESTRE EN AMÉRICA LATINA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1909-7719;REVISTA FACULTAD DE CIENCIAS ECONÓMICAS: INVESTIGACIÓN Y REFLEXIÓN;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1911-2599;INTERNATIONAL JOURNAL OF CASE STUDIES IN MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1913-9063;JOURNAL OF SUSTAINABLE DEVELOPMENT (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1916-9752;JOURNAL OF AGRICULTURAL SCIENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1916-9760;JOURNAL OF AGRICULTURAL SCIENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1916-9760;JOURNAL OF AGRICULTURAL SCIENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1918-7211;INTERNATIONAL JOURNAL OF PSYCHOLOGICAL STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1920-7603;JOURNAL OF POLLINATION ECOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1923-0265;THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND INFORMATION TECHNOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1923-2764;INTER ART ACTUEL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1923-3965;JOURNAL OF MANAGEMENT AND STRATEGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1923-4015;INTERNATIONAL JOURNAL OF BUSINESS ADMINISTRATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1923-7324;JOURNAL OF UBIQUITOUS SYSTEMS AND PERVASIVE NETWORKS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1925-2099;TRANSNATIONAL CORPORATIONS REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1925-4008;JOURNAL OF BIOMEDICAL GRAPHICS AND COMPUTING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1925-4016;JOURNAL OF BIOMEDICAL GRAPHICS AND COMPUTING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1925-4059;JOURNAL OF NURSING EDUCATION AND PRACTICE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1925-4741;HIGHER EDUCATION STUDIES (HES);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1927-0321;TECHNOLOGY INNOVATION MANAGEMENT REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1927-517X;PUBLIC ADMINISTRATION RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1927-5188;PUBLIC ADMINISTRATION RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1927-5188;PUBLIC ADMINISTRATION RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1927-5188;PUBLIC ADMINISTRATION RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1927-7326;ENGINEERING MANAGEMENT RESEARCH (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1930-1693;LL JOURNAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1931-762X;INTERNATIONAL JOURNAL OF SEXUAL HEALTH;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1932-443X;STRATEGIC ENTREPRENEURSHIP JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1932-5150;JOURNAL OF MICRO/NANOLITHOGRAPHY, MEMS, AND MOEMS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1932-6203;PLOS ONE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1932-6203;PLOS ONE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1932-6203;PLOS ONE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1932-6203;PLOS ONE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1932-6203;PLOS ONE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1932-6203;PLOS ONE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1932-6270;WORLD CULTURAL PSYCHIATRY RESEARCH REVIEW;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1932-9997;INTERNATIONAL JOURNAL OF AQUATIC RESEARCH AND EDUCATION (CHAMPAIGN, ILL.);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1933-169X;JOURNAL OF INFORMATION TECHNOLOGY AND POLITICS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1934-4244;JOURNAL FOR GLOBAL BUSINESS AND COMMUNITY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1934-5275;LANGUAGE DOCUMENTATION AND CONSERVATION;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1934-8835;INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS (2005);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1935-1682;THE B.E. JOURNAL OF ECONOMIC ANALYSIS & POLICY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1935-2735;PLOS NEGLECTED TROPICAL DISEASES (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1935-861X;BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEARCH IN NEUROMODULATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1936-8631;JOURNAL OF HOSPITALITY MARKETING & MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1937-8572;KARPA: JOURNAL OF THEATRICALITIES AND VISUAL CULTURE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1937-8823;REVISTA LATINOAMERICANA Y DEL CARIBE DE LA ASOCIACIO'N DE SISTEMAS DE INFORMACIO'N;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1938-5102;FLORIDA ENTOMOLOGIST;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1938-6419;SEXUALIDADES;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1939-151X;PSYCHOLOGY OF MEN & MASCULINITY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1939-4225;NEW HORIZONS IN ADULT EDUCATION & HUMAN RESOURCE DEVELOPMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1939-4551;THE WORLD ALLERGY ORGANIZATION JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1941-5842;E-REVIEW OF TOURISM RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1941-627X;INTERNATIONAL JOURNAL OF E-SERVICES AND MOBILE APPLICATIONS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1941-6296;INTERNATIONAL JOURNAL OF DECISION SUPPORT SYSTEM TECHNOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1941-658X;JOURNAL OF COST ANALYSIS AND PARAMETRICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1941-899X;JOURNAL OF MANAGEMENT RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1942-6097;INTERNATIONAL JOURNAL OF THE ACADEMIC BUSINESS WORLD;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1944-0049;FOOD ADDITIVES & CONTAMINANTS. PART A. CHEMISTRY, ANALYSIS, CONTROL, EXPOSURE & RISK ASSESSMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1944-7442;ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1944-8244;ACS APPLIED MATERIALS & INTERFACES (PRINT);ARQUITETURA, URBANISMO E DESIGN;A1
1945-2950;JOURNAL OF INTERNATIONAL FINANCE STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1945-5488;AMERICAN JOURNAL OF ECONOMICS AND BUSINESS ADMINISTRATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1945-7731;AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1946-3138;INTERNATIONAL JOURNAL OF URBAN SUSTAINABLE DEVELOPMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1947-3095;INTERNATIONAL JOURNAL OF STRATEGIC INFORMATION TECHNOLOGY AND APPLICATIONS (IJSITA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1947-3192;INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1947-3478;INTERNATIONAL JOURNAL OF HUMAN CAPITAL AND INFORMATION TECHNOLOGY PROFESSIONALS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1947-5667;GLOBAL BUSINESS AND MANAGEMENT RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1947-8402;INTERNATIONAL JOURNAL OF SOCIAL ECOLOGY AND SUSTAINABLE DEVELOPMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1947-8569;INTERNATIONAL JOURNAL OF STRATEGIC DECISION SCIENCES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1947-9301;INTERNATIONAL JOURNAL OF TECHNOLOGY DIFFUSION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1947-9328;INTERNATIONAL JOURNAL OF OPERATIONS RESEARCH AND INFORMATION SYSTEMS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1949-1042;NUCLEUS (AUSTIN);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
