ISSN;Título;Área de Avaliação;Estrato
2175-2095;JORNAL BRASILEIRO DE ECONOMIA DA SAÚDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-2168;RECHTD. REVISTA DE ESTUDOS CONSTITUCIONAIS, HERMENÊUTICA E TEORIA DO DIREITO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-2567;REVISTA DA UNIFA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-2591;REVISTA DO NUFEN;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2175-2613;CADERNOS DE PESQUISA: PENSAMENTO EDUCACIONAL (CURITIBA. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-2745;REVISTA DE INFORMÁTICA TEÓRICA E APLICADA: RITA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-2753;META: AVALIAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2175-3350;REBRAE. REVISTA BRASILEIRA DE ESTRATÉGIA (ELETRÔNICA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-3350;REBRAE - REVISTA BRASILEIRA DE ESTRATÉGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-3369;URBE. REVISTA BRASILEIRA DE GESTÃO URBANA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2175-3423;REVISTA BRASILEIRA DE HISTÓRIA & CIÊNCIAS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2175-3431;AVALIAÇÃO PSICOLÓGICA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-3431;AVALIAÇÃO PSICOLÓGICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-3644;REVISTA MAL-ESTAR E SUBJETIVIDADE (VERSÃO ELETRÔNICA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2175-3644;REVISTA MAL-ESTAR E SUBJETIVIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2175-3652;TEMAS EM PSICOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-3709;REVISTA GEOGRAFARES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-3989;CADERNO DE ENSAIOS (TEATRO DE NARRADORES);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2175-4217;CAMINE: CAMINHOS DA EDUCAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-4411;JOURNAL OF HEALTH INFORMATICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-4705;R@U : REVISTA DE ANTROPOLOGIA SOCIAL DOS ALUNOS DO PPGAS-UFSCAR;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2175-4977;ANIMUS: REVISTA INTERAMERICANA DE COMUNICAÇÃO MIDIÁTICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-4977;ANIMUS: REVISTA INTERAMERICANA DE COMUNICAÇÃO MIDIÁTICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-5027;REVISTA DE PSICOLOGIA DA IMED;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-5620;REVISTA DE CIÊNCIAS EXATAS E NATURAIS (UNICENTRO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-5787;ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2175-5825;FUTURE STUDIES RESEARCH JOURNAL - FUTURE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-5825;FUTURE STUDIES RESEARCH JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-5841;HORIZONTE: REVISTA DE ESTUDOS DE TEOLOGIA E CIÊNCIAS DA RELIGIÃO (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2175-5884;REVISTA ELETRÔNICA - ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2175-5892;REVISTA DE TEORIA DA HISTÓRIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2175-5892;REVISTA DE TEORIA DA HISTÓRIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-6015;PROA: REVISTA DE ANTROPOLOGIA E ARTE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2175-6015;PROA: REVISTA DE ANTROPOLOGIA E ARTE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2175-6236;EDUCACAO E REALIDADE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2175-6236;EDUCACAO E REALIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-6651;PULSAR (JUNDIAÍ);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-6694;RESENHAS ONLINE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;C 
2175-6716;DROPS (SÃO PAULO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2175-6716;DROPS (SÃO PAULO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-6783;REVISTA DA REDE DE ENFERMAGEM DO NORDESTE - REV RENE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2175-6783;REVISTA DA REDE DE ENFERMAGEM DO NORDESTE - REV RENE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-6805;REVISTA DE CULTURA E EXTENSÃO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2175-6813;ENGENHARIA NA AGRICULTURA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-7143;CONSTRUINDO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-7275;REVISTA CEREUS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-733X;GESTÃO EM FOCO - UNISEPE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-7402;ALCEU (ONLINE);ARQUITETURA, URBANISMO E DESIGN;B2
2175-7461;UNIVERSITAS: ARQUITETURA E COMUNICAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-7755;COMUNICAÇÃO & SOCIEDADE (METODISTA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-7917;ANUÁRIO DE LITERATURA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2175-795X;PERSPECTIVA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-7968;CADERNOS DE TRADUÇÃO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
2175-7984;POLÍTICA & SOCIEDADE (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2175-7984;REVISTA POLÍTICA E SOCIEDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-7984;POLÍTICA & SOCIEDADE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-8018;IBEROAMERICAN JOURNAL OF INDUSTRIAL ENGINEERING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-8034;ILHA - REVISTA DE ANTROPOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2175-8034;ILHA - REVISTA DE ANTROPOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-8069;REVISTA CONTEMPORÂNEA DE CONTABILIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
2175-8077;REVISTA DE CIÊNCIAS DA ADMINISTRAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2175-8247;REVISTA INNOVARE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-8689;REVISTA ECO-PÓS (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2175-8751;CONTEXTO (UFRGS);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2175-9146;JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2175-9391;DEMOCRACIA DIGITAL E GOVERNO ELETRÔNICO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2175-9405;AMBIÊNCIA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2175-974X;VIRUS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-0144;REVISTA CONEXÕES - CIÊNCIA E TECNOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-0675;AMAZÔNICA: REVISTA DE ANTROPOLOGIA (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2176-0675;AMAZÔNICA REVISTA DE ANTROPOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2176-0756;REVISTA IBEROAMERICANA DE ESTRATÉGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-0756;REVISTA IBERO-AMERICANA DE ESTRATÉGIA RIAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-0756;REVISTA IBERO-AMERICANA DE ESTRATÉGIA RIAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-0756;REVISTA IBERO-AMERICANA DE ESTRATÉGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-0756;REVISTA IBERO-AMERICANA DE ESTRATÉGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-0969;REVISTA PSICÓLOGO INFORMAÇÃO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2176-0985;MANDRÁGORA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2176-1035;JORNAL ELETRÔNICO DAS FACULDADES INTEGRADAS VIANNA JÚNIOR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-1043;EDUCAÇÃO & LINGUAGEM (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-1221;REUNIÃO ANUAL DA SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIENCIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2176-1493;GIRO DO HORIZONTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-171X;REVISTA EDAPECI: EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-2139;REVISTA BRASILEIRA DE VITICULTURA E ENOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-2597;REVISTA ANTT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-2767;PROJETO HISTÓRIA. REVISTA DO PROGRAMA DE ESTUDOS PÓS-GRADUADOS DE HISTÓRIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2176-3070;DESTAQUES ACADÊMICOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-3070;DESTAQUES ACADÊMICOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-3216;REVISTA OURICURI;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-4174;CORDIS: REVISTA ELETRÔNICA DE HISTÓRIA SOCIAL DA CIDADE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2176-4565;REVISTA CIATEC-UPF;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-462X;DISCIPLINARUM SCIENTIA. SÉRIE CIÊNCIAS NATURAIS E TECNOLÓGICAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-4808;TEKHNE E LOGOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-4891;TRIVIUM;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2176-5308;GESTÃO & REGIONALIDADE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-5626;REVISTA BRASILEIRA ADOLESCÊNCIA E CONFLITUALIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-5766;REVISTA ELETRÔNICA DE CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2176-5774;CADERNO PRUDENTINO DE GEOGRAFIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2176-5774;CADERNO PRUDENTINO DE GEOGRAFIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2176-5774;CADERNO PRUDENTINO DE GEOGRAFIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2176-5804;REVISTA ELETRÔNICA DOCUMENTO/MONUMENTO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2176-5804;REVISTA ELETRÔNICA DOCUMENTO/MONUMENTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-6045;REVISTA JIOP;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2176-6207;CADERNOS DO LEME;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2176-6622;REVISTA DIREITO EM DEBATE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2176-6649;REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-6665;MEDIAÇÕES: REVISTA DE CIÊNCIAS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2176-6665;MEDIAÇÕES - REVISTA DE CIÊNCIAS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2176-6681;REVISTA BRASILEIRA DE ESTUDOS PEDAGÓGICOS RBEP-INEP;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-669X;INTERCÂMBIO (MONTES CLAROS);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2176-6789;REVISTA INTRATEXTOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2176-7203;EDUCAÇÃO, CIÊNCIA E CULTURA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-7262;MEDICINA (RIBEIRAO PRETO. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-7270;REVISTA DE ENGENHARIA E TECNOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-8099;PLURAL (SÃO PAULO. ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2176-8099;PLURAL (SÃO PAULO. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-8366;REVISTA DE ADMINISTRAÇÃO E NEGÓCIOS DA AMAZÔNIA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-8366;REVISTA DE ADMINISTRAÇÃO E NEGÓCIOS DA AMAZÔNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-8412;REVISTA DE ADMINISTRAÇÃO DA FATEA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-8501;REVISTA CONHECIMENTO ONLINE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-8528;PZZ: ARTE, POLÍTICA E CULTURA;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2176-8757;PERSPECTIVA TEOLÓGICA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2176-8846;LABOR & ENGENHO;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2176-8846;LABOR & ENGENHO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-8854;REVISTA DE FINANÇAS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-901X;REVISTA KAIRÓS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-9036;REVISTA AMBIENTE CONTÁBIL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-9036;REVISTA AMBIENTE CONTÁBIL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-9095;SCIENCE IN HEALTH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2176-9109;DESENVOLVIMENTO E MEIO AMBIENTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-9133;COGITARE ENFERMAGEM;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-9168;REVISTA EM AGRONEGÓCIOS E MEIO AMBIENTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-9168;RAMA - REVISTA EM AGRONEGÓCIO E MEIO AMBIENTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2176-9176;REVISTA CESUMAR CIÊNCIAS HUMANAS E SOCIAIS APLICADAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-9192;INICIAÇÃO CIENTÍFICA (CESUMAR );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2176-9257;DESENVOLVIMENTO EM DEBATE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2176-9443;REVISTA ELETRÔNICA FAFIT/FACIC;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2176-9443;REVISTA ELETRÔNICA FAFIT/FACIC;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2176-9478;REVISTA BRASILEIRA DE CIÊNCIAS AMBIENTAIS (IMPRESSA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-9478;REVISTA BRASILEIRA DE CIÊNCIAS AMBIENTAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-9583;REVISTA DA FACULDADE DE ADMINISTRAÇÃO E ECONOMIA REFAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-9583;REVISTA DA FACULDADE DE ADMINISTRAÇÃO E ECONOMIA REFAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-9583;REVISTA DA FACULDADE DE ADMINISTRAÇÃO E ECONOMIA - REFAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-9583;REVISTA DA FACULDADE DE ADMINISTRAÇÃO E ECONOMIA - REFAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2176-963X;REVISTA ELETRÔNICA DO CEDOC/SEME;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2176-9915;BOLETIM DE ECONOMIA E POLÍTICA INTERNACIONAL (IPEA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-0409;REVISTA GÊNERO & DIREITO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-0425;REVISTA ELETRÔNICA DE TECNOLOGIA E CUTURA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-0425;REVISTA ELETRÔNICA DE TECNOLOGIA E CULTURA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-0441;TESSITURAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-0441;REVISTA TESSITURAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-1243;REVISTA GESTÃO PÚBLICA: PRÁTICAS E DESAFIOS.;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-1243;GESTÃO PÚBLICA: PRÁTICAS E DESAFIOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-1499;DIREITOS CULTURAIS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-1758;DIREITO E LIBERDADE.;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-1847;BOLETIM REGIONAL, URBANO E AMBIENTAL - IPEA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-1847;BOLETIM REGIONAL, URBANO E AMBIENTAL (IPEA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-2649;REVISTA ILHA DIGITAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2673;OPÇÃO LACANIANA ONLINE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2738;RA'E GA: O ESPAÇO GEOGRÁFICO EM ANÁLISE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-2754;RAHIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES/AS NEGROS/AS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES(AS) NEGROS(AS) - ABPN;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2770;REVISTA ABPN;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2789;LUMEN ET VIRTUS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-2886;REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-2886;REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
